#           k/h    P           
    0.27376E+02    0.20092E-19
    0.27929E+02    0.17077E-19
    0.28493E+02    0.14577E-19
    0.29069E+02    0.12512E-19
    0.29656E+02    0.10812E-19
    0.30255E+02    0.94190E-20
    0.30866E+02    0.82817E-20
    0.31490E+02    0.73557E-20
    0.32126E+02    0.65925E-20
    0.32775E+02    0.59520E-20
    0.33437E+02    0.54042E-20
    0.34112E+02    0.49263E-20
    0.34801E+02    0.45009E-20
    0.35504E+02    0.41146E-20
    0.36222E+02    0.37574E-20
    0.36953E+02    0.34217E-20
    0.37700E+02    0.31021E-20
    0.38462E+02    0.27958E-20
    0.39239E+02    0.25050E-20
    0.40031E+02    0.22323E-20
    0.40840E+02    0.19791E-20
    0.41665E+02    0.17466E-20
    0.42507E+02    0.15349E-20
    0.43365E+02    0.13437E-20
    0.44241E+02    0.11723E-20
    0.45135E+02    0.10198E-20
    0.46047E+02    0.88480E-21
    0.46977E+02    0.76604E-21
    0.47926E+02    0.66201E-21
    0.48894E+02    0.57126E-21
    0.49882E+02    0.49237E-21
    0.50890E+02    0.42403E-21
    0.51918E+02    0.36498E-21
    0.52966E+02    0.31411E-21
    0.54036E+02    0.27036E-21
    0.55128E+02    0.23282E-21
    0.56242E+02    0.20065E-21
    0.57378E+02    0.18780E-21
    0.58537E+02    0.18772E-21
    0.59720E+02    0.18764E-21
    0.60926E+02    0.18756E-21
    0.62157E+02    0.18749E-21
    0.63412E+02    0.18741E-21
    0.64693E+02    0.18733E-21
    0.66000E+02    0.18725E-21
    0.67334E+02    0.18717E-21
    0.68694E+02    0.18709E-21
    0.70082E+02    0.18701E-21
    0.71497E+02    0.18694E-21
    0.72942E+02    0.18686E-21
    0.74415E+02    0.18678E-21
    0.75918E+02    0.18670E-21
    0.77452E+02    0.18662E-21
    0.79017E+02    0.18654E-21
    0.80613E+02    0.18647E-21
    0.82241E+02    0.18639E-21
    0.83903E+02    0.18631E-21
    0.85598E+02    0.18623E-21
    0.87327E+02    0.18615E-21
    0.89091E+02    0.18607E-21
    0.90891E+02    0.18600E-21
    0.92727E+02    0.18592E-21
    0.94600E+02    0.18584E-21
    0.96511E+02    0.18576E-21
    0.98461E+02    0.18568E-21
    0.10045E+03    0.18561E-21
    0.10248E+03    0.18553E-21
    0.10455E+03    0.18545E-21
    0.10666E+03    0.18537E-21
    0.10882E+03    0.18529E-21
    0.11101E+03    0.18522E-21
    0.11326E+03    0.18514E-21
    0.11554E+03    0.18506E-21
    0.11788E+03    0.18498E-21
    0.12026E+03    0.18491E-21
    0.12269E+03    0.18483E-21
    0.12517E+03    0.18475E-21
    0.12770E+03    0.18467E-21
    0.13028E+03    0.18459E-21
    0.13291E+03    0.18452E-21
    0.13559E+03    0.18444E-21
    0.13833E+03    0.18436E-21
    0.14113E+03    0.18429E-21
    0.14398E+03    0.18421E-21
    0.14689E+03    0.18413E-21
    0.14985E+03    0.18405E-21
    0.15288E+03    0.18398E-21
    0.15597E+03    0.18390E-21
    0.15912E+03    0.18382E-21
    0.16233E+03    0.18374E-21
    0.16561E+03    0.18367E-21
    0.16896E+03    0.18359E-21
    0.17237E+03    0.18351E-21
