#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   141    0.43781E+04   -0.45627E+02    0.16849E-05   -0.45627E+02    0.10669E+01   -0.52793E-08    0.16849E-05   -0.52793E-08    0.35932E-11
   142    0.44142E+04   -0.45650E+02    0.16585E-05   -0.45650E+02    0.10610E+01   -0.51450E-08    0.16585E-05   -0.51450E-08    0.35186E-11
   143    0.44502E+04   -0.45645E+02    0.16326E-05   -0.45645E+02    0.10546E+01   -0.50152E-08    0.16326E-05   -0.50152E-08    0.34459E-11
   144    0.44858E+04   -0.45611E+02    0.16072E-05   -0.45611E+02    0.10476E+01   -0.48903E-08    0.16072E-05   -0.48903E-08    0.33751E-11
   145    0.45211E+04   -0.45549E+02    0.15824E-05   -0.45549E+02    0.10404E+01   -0.47703E-08    0.15824E-05   -0.47703E-08    0.33062E-11
   146    0.45563E+04   -0.45459E+02    0.15580E-05   -0.45459E+02    0.10326E+01   -0.46556E-08    0.15580E-05   -0.46556E-08    0.32391E-11
   147    0.45911E+04   -0.45338E+02    0.15342E-05   -0.45338E+02    0.10244E+01   -0.45462E-08    0.15342E-05   -0.45462E-08    0.31737E-11
   148    0.46255E+04   -0.45188E+02    0.15108E-05   -0.45188E+02    0.10158E+01   -0.44424E-08    0.15108E-05   -0.44424E-08    0.31100E-11
   149    0.46598E+04   -0.45009E+02    0.14879E-05   -0.45009E+02    0.10067E+01   -0.43445E-08    0.14879E-05   -0.43445E-08    0.30478E-11
   150    0.46936E+04   -0.44797E+02    0.14654E-05   -0.44797E+02    0.99742E+00   -0.42525E-08    0.14654E-05   -0.42525E-08    0.29872E-11
   151    0.47271E+04   -0.44555E+02    0.14434E-05   -0.44555E+02    0.98772E+00   -0.41666E-08    0.14434E-05   -0.41666E-08    0.29280E-11
   152    0.47601E+04   -0.44283E+02    0.14217E-05   -0.44283E+02    0.97758E+00   -0.40865E-08    0.14217E-05   -0.40865E-08    0.28703E-11
   153    0.47928E+04   -0.43979E+02    0.14004E-05   -0.43979E+02    0.96717E+00   -0.40119E-08    0.14004E-05   -0.40119E-08    0.28139E-11
   154    0.48252E+04   -0.43643E+02    0.13795E-05   -0.43643E+02    0.95650E+00   -0.39423E-08    0.13795E-05   -0.39423E-08    0.27589E-11
   155    0.48572E+04   -0.43277E+02    0.13590E-05   -0.43277E+02    0.94559E+00   -0.38773E-08    0.13590E-05   -0.38773E-08    0.27053E-11
   156    0.48886E+04   -0.42880E+02    0.13389E-05   -0.42880E+02    0.93443E+00   -0.38167E-08    0.13389E-05   -0.38167E-08    0.26529E-11
   157    0.49198E+04   -0.42451E+02    0.13191E-05   -0.42451E+02    0.92306E+00   -0.37599E-08    0.13191E-05   -0.37599E-08    0.26018E-11
   158    0.49505E+04   -0.41991E+02    0.12997E-05   -0.41991E+02    0.91154E+00   -0.37066E-08    0.12997E-05   -0.37066E-08    0.25520E-11
   159    0.49808E+04   -0.41499E+02    0.12807E-05   -0.41499E+02    0.89976E+00   -0.36565E-08    0.12807E-05   -0.36565E-08    0.25034E-11
   160    0.50106E+04   -0.40975E+02    0.12620E-05   -0.40975E+02    0.88786E+00   -0.36092E-08    0.12620E-05   -0.36092E-08    0.24559E-11
   161    0.50400E+04   -0.40420E+02    0.12436E-05   -0.40420E+02    0.87593E+00   -0.35642E-08    0.12436E-05   -0.35642E-08    0.24096E-11
   162    0.50690E+04   -0.39835E+02    0.12256E-05   -0.39835E+02    0.86384E+00   -0.35212E-08    0.12256E-05   -0.35212E-08    0.23644E-11
   163    0.50976E+04   -0.39217E+02    0.12080E-05   -0.39217E+02    0.85168E+00   -0.34798E-08    0.12080E-05   -0.34798E-08    0.23204E-11
   164    0.51256E+04   -0.38569E+02    0.11906E-05   -0.38569E+02    0.83952E+00   -0.34396E-08    0.11906E-05   -0.34396E-08    0.22774E-11
   165    0.51532E+04   -0.37889E+02    0.11736E-05   -0.37889E+02    0.82732E+00   -0.34003E-08    0.11736E-05   -0.34003E-08    0.22354E-11
   166    0.51803E+04   -0.37178E+02    0.11568E-05   -0.37178E+02    0.81523E+00   -0.33615E-08    0.11568E-05   -0.33615E-08    0.21944E-11
   167    0.52071E+04   -0.36436E+02    0.11404E-05   -0.36436E+02    0.80303E+00   -0.33227E-08    0.11404E-05   -0.33227E-08    0.21544E-11
   168    0.52331E+04   -0.35663E+02    0.11243E-05   -0.35663E+02    0.79112E+00   -0.32836E-08    0.11243E-05   -0.32836E-08    0.21154E-11
   169    0.52587E+04   -0.34858E+02    0.11084E-05   -0.34858E+02    0.77920E+00   -0.32439E-08    0.11084E-05   -0.32439E-08    0.20773E-11
   170    0.52837E+04   -0.34023E+02    0.10929E-05   -0.34023E+02    0.76752E+00   -0.32031E-08    0.10929E-05   -0.32031E-08    0.20400E-11
   171    0.53081E+04   -0.33155E+02    0.10776E-05   -0.33155E+02    0.75609E+00   -0.31608E-08    0.10776E-05   -0.31608E-08    0.20037E-11
   172    0.53319E+04   -0.32257E+02    0.10626E-05   -0.32257E+02    0.74484E+00   -0.31168E-08    0.10626E-05   -0.31168E-08    0.19681E-11
   173    0.53551E+04   -0.31328E+02    0.10478E-05   -0.31328E+02    0.73378E+00   -0.30705E-08    0.10478E-05   -0.30705E-08    0.19334E-11
