#    L    TT             EE             BB             TE          
   362    0.17515E+04    0.19003E+02    0.29003E-01    0.21109E+02
   363    0.17425E+04    0.19009E+02    0.29102E-01    0.19148E+02
   364    0.17340E+04    0.19009E+02    0.29201E-01    0.17188E+02
   365    0.17260E+04    0.19006E+02    0.29301E-01    0.15233E+02
   366    0.17186E+04    0.18999E+02    0.29401E-01    0.13283E+02
   367    0.17116E+04    0.18987E+02    0.29502E-01    0.11338E+02
   368    0.17051E+04    0.18972E+02    0.29604E-01    0.94008E+01
   369    0.16992E+04    0.18953E+02    0.29706E-01    0.74691E+01
   370    0.16938E+04    0.18929E+02    0.29809E-01    0.55482E+01
   371    0.16888E+04    0.18902E+02    0.29913E-01    0.36345E+01
   372    0.16843E+04    0.18870E+02    0.30017E-01    0.17326E+01
   373    0.16803E+04    0.18834E+02    0.30122E-01   -0.16044E+00
   374    0.16768E+04    0.18795E+02    0.30228E-01   -0.20407E+01
   375    0.16737E+04    0.18752E+02    0.30335E-01   -0.39080E+01
   376    0.16711E+04    0.18705E+02    0.30442E-01   -0.57623E+01
   377    0.16690E+04    0.18654E+02    0.30550E-01   -0.76005E+01
   378    0.16673E+04    0.18598E+02    0.30659E-01   -0.94254E+01
   379    0.16661E+04    0.18540E+02    0.30769E-01   -0.11232E+02
   380    0.16653E+04    0.18479E+02    0.30879E-01   -0.13024E+02
   381    0.16650E+04    0.18410E+02    0.30991E-01   -0.14796E+02
   382    0.16650E+04    0.18341E+02    0.31103E-01   -0.16549E+02
   383    0.16655E+04    0.18267E+02    0.31216E-01   -0.18283E+02
   384    0.16665E+04    0.18189E+02    0.31330E-01   -0.19996E+02
   385    0.16678E+04    0.18108E+02    0.31445E-01   -0.21687E+02
   386    0.16696E+04    0.18024E+02    0.31560E-01   -0.23355E+02
   387    0.16717E+04    0.17935E+02    0.31676E-01   -0.25000E+02
   388    0.16742E+04    0.17844E+02    0.31794E-01   -0.26620E+02
   389    0.16771E+04    0.17746E+02    0.31912E-01   -0.28215E+02
   390    0.16804E+04    0.17649E+02    0.32031E-01   -0.29783E+02
   391    0.16841E+04    0.17547E+02    0.32151E-01   -0.31324E+02
   392    0.16881E+04    0.17444E+02    0.32271E-01   -0.32837E+02
   393    0.16925E+04    0.17336E+02    0.32393E-01   -0.34321E+02
