#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.492923E-04   0.372970E+06   0.372969E+06   0.497206E+06   0.497199E+06   0.377329E+06   0.373162E+06   0.372970E+06   0.378511E+06  -0.602730E+00   0.371815E+06   0.371815E+06   0.118396E+01
   0.509636E-04   0.372969E+06   0.372969E+06   0.497200E+06   0.497193E+06   0.377328E+06   0.373162E+06   0.372969E+06   0.378510E+06  -0.602729E+00   0.371815E+06   0.371815E+06   0.122410E+01
   0.526915E-04   0.372969E+06   0.372969E+06   0.497193E+06   0.497185E+06   0.377327E+06   0.373162E+06   0.372969E+06   0.378510E+06  -0.602729E+00   0.371814E+06   0.371814E+06   0.126560E+01
   0.544780E-04   0.372969E+06   0.372969E+06   0.497186E+06   0.497178E+06   0.377326E+06   0.373161E+06   0.372969E+06   0.378510E+06  -0.602728E+00   0.371814E+06   0.371814E+06   0.130851E+01
   0.563250E-04   0.372969E+06   0.372969E+06   0.497178E+06   0.497170E+06   0.377324E+06   0.373161E+06   0.372969E+06   0.378509E+06  -0.602728E+00   0.371814E+06   0.371814E+06   0.135287E+01
   0.582347E-04   0.372969E+06   0.372968E+06   0.497170E+06   0.497161E+06   0.377323E+06   0.373161E+06   0.372969E+06   0.378509E+06  -0.602727E+00   0.371814E+06   0.371814E+06   0.139874E+01
   0.602092E-04   0.372968E+06   0.372968E+06   0.497161E+06   0.497151E+06   0.377321E+06   0.373160E+06   0.372968E+06   0.378508E+06  -0.602726E+00   0.371813E+06   0.371813E+06   0.144616E+01
   0.622505E-04   0.372968E+06   0.372968E+06   0.497152E+06   0.497141E+06   0.377319E+06   0.373160E+06   0.372968E+06   0.378508E+06  -0.602726E+00   0.371813E+06   0.371813E+06   0.149519E+01
   0.643611E-04   0.372968E+06   0.372967E+06   0.497142E+06   0.497131E+06   0.377317E+06   0.373160E+06   0.372968E+06   0.378508E+06  -0.602725E+00   0.371813E+06   0.371813E+06   0.154588E+01
   0.665433E-04   0.372967E+06   0.372967E+06   0.497131E+06   0.497119E+06   0.377315E+06   0.373159E+06   0.372967E+06   0.378507E+06  -0.602724E+00   0.371812E+06   0.371812E+06   0.159829E+01
   0.687994E-04   0.372967E+06   0.372967E+06   0.497120E+06   0.497107E+06   0.377313E+06   0.373159E+06   0.372967E+06   0.378506E+06  -0.602723E+00   0.371812E+06   0.371812E+06   0.165248E+01
   0.711321E-04   0.372967E+06   0.372966E+06   0.497108E+06   0.497094E+06   0.377311E+06   0.373158E+06   0.372967E+06   0.378506E+06  -0.602722E+00   0.371812E+06   0.371812E+06   0.170850E+01
   0.735438E-04   0.372966E+06   0.372966E+06   0.497095E+06   0.497080E+06   0.377309E+06   0.373158E+06   0.372966E+06   0.378505E+06  -0.602721E+00   0.371811E+06   0.371811E+06   0.176643E+01
   0.760373E-04   0.372966E+06   0.372965E+06   0.497081E+06   0.497065E+06   0.377306E+06   0.373157E+06   0.372966E+06   0.378505E+06  -0.602720E+00   0.371811E+06   0.371811E+06   0.182631E+01
   0.786153E-04   0.372965E+06   0.372965E+06   0.497066E+06   0.497049E+06   0.377303E+06   0.373157E+06   0.372965E+06   0.378504E+06  -0.602719E+00   0.371810E+06   0.371810E+06   0.188823E+01
   0.812807E-04   0.372965E+06   0.372964E+06   0.497050E+06   0.497032E+06   0.377300E+06   0.373156E+06   0.372965E+06   0.378503E+06  -0.602718E+00   0.371810E+06   0.371810E+06   0.195225E+01
   0.840365E-04   0.372964E+06   0.372964E+06   0.497033E+06   0.497014E+06   0.377297E+06   0.373156E+06   0.372964E+06   0.378502E+06  -0.602716E+00   0.371809E+06   0.371809E+06   0.201843E+01
   0.868858E-04   0.372964E+06   0.372963E+06   0.497015E+06   0.496994E+06   0.377294E+06   0.373155E+06   0.372964E+06   0.378502E+06  -0.602715E+00   0.371809E+06   0.371808E+06   0.208686E+01
   0.898316E-04   0.372963E+06   0.372963E+06   0.496996E+06   0.496974E+06   0.377290E+06   0.373154E+06   0.372963E+06   0.378501E+06  -0.602713E+00   0.371808E+06   0.371808E+06   0.215761E+01
   0.928774E-04   0.372963E+06   0.372962E+06   0.496975E+06   0.496951E+06   0.377286E+06   0.373153E+06   0.372963E+06   0.378500E+06  -0.602712E+00   0.371807E+06   0.371807E+06   0.223076E+01
   0.960264E-04   0.372962E+06   0.372961E+06   0.496953E+06   0.496928E+06   0.377282E+06   0.373153E+06   0.372962E+06   0.378498E+06  -0.602710E+00   0.371806E+06   0.371806E+06   0.230638E+01
   0.992821E-04   0.372961E+06   0.372960E+06   0.496929E+06   0.496902E+06   0.377278E+06   0.373152E+06   0.372961E+06   0.378497E+06  -0.602708E+00   0.371806E+06   0.371806E+06   0.238457E+01
   0.102648E-03   0.372961E+06   0.372960E+06   0.496904E+06   0.496875E+06   0.377273E+06   0.373151E+06   0.372960E+06   0.378496E+06  -0.602706E+00   0.371805E+06   0.371805E+06   0.246541E+01
