#    L    TT             EE             BB             TE             PP             TP             EP          
   198    0.56028E+04    0.67173E+00    0.00000E+00   -0.15743E+02    0.64070E-07    0.17540E-03   -0.40872E-06
   199    0.56155E+04    0.67061E+00    0.00000E+00   -0.14456E+02    0.63750E-07    0.17396E-03   -0.39332E-06
   200    0.56275E+04    0.67038E+00    0.00000E+00   -0.13147E+02    0.63433E-07    0.17253E-03   -0.37783E-06
   201    0.56390E+04    0.67109E+00    0.00000E+00   -0.11816E+02    0.63118E-07    0.17112E-03   -0.36228E-06
   202    0.56499E+04    0.67276E+00    0.00000E+00   -0.10463E+02    0.62806E-07    0.16972E-03   -0.34667E-06
   203    0.56601E+04    0.67545E+00    0.00000E+00   -0.90893E+01    0.62496E-07    0.16833E-03   -0.33101E-06
   204    0.56697E+04    0.67917E+00    0.00000E+00   -0.76965E+01    0.62189E-07    0.16696E-03   -0.31530E-06
   205    0.56787E+04    0.68398E+00    0.00000E+00   -0.62828E+01    0.61883E-07    0.16560E-03   -0.29955E-06
   206    0.56869E+04    0.68991E+00    0.00000E+00   -0.48495E+01    0.61580E-07    0.16424E-03   -0.28375E-06
   207    0.56947E+04    0.69699E+00    0.00000E+00   -0.33973E+01    0.61280E-07    0.16291E-03   -0.26792E-06
   208    0.57016E+04    0.70526E+00    0.00000E+00   -0.19266E+01    0.60982E-07    0.16158E-03   -0.25205E-06
   209    0.57079E+04    0.71475E+00    0.00000E+00   -0.43783E+00    0.60686E-07    0.16026E-03   -0.23614E-06
   210    0.57136E+04    0.72551E+00    0.00000E+00    0.10680E+01    0.60392E-07    0.15896E-03   -0.22021E-06
   211    0.57186E+04    0.73757E+00    0.00000E+00    0.25907E+01    0.60100E-07    0.15767E-03   -0.20425E-06
   212    0.57229E+04    0.75097E+00    0.00000E+00    0.41294E+01    0.59811E-07    0.15639E-03   -0.18826E-06
   213    0.57266E+04    0.76574E+00    0.00000E+00    0.56840E+01    0.59524E-07    0.15512E-03   -0.17225E-06
   214    0.57296E+04    0.78187E+00    0.00000E+00    0.72534E+01    0.59239E-07    0.15386E-03   -0.15622E-06
   215    0.57320E+04    0.79957E+00    0.00000E+00    0.88365E+01    0.58956E-07    0.15261E-03   -0.14018E-06
   216    0.57336E+04    0.81865E+00    0.00000E+00    0.10434E+02    0.58676E-07    0.15138E-03   -0.12412E-06
   217    0.57348E+04    0.83926E+00    0.00000E+00    0.12044E+02    0.58397E-07    0.15015E-03   -0.10806E-06
   218    0.57352E+04    0.86140E+00    0.00000E+00    0.13666E+02    0.58121E-07    0.14894E-03   -0.91988E-07
   219    0.57350E+04    0.88507E+00    0.00000E+00    0.15302E+02    0.57846E-07    0.14773E-03   -0.75913E-07
   220    0.57341E+04    0.91043E+00    0.00000E+00    0.16946E+02    0.57574E-07    0.14654E-03   -0.59838E-07
   221    0.57327E+04    0.93740E+00    0.00000E+00    0.18601E+02    0.57304E-07    0.14536E-03   -0.43766E-07
   222    0.57306E+04    0.96612E+00    0.00000E+00    0.20266E+02    0.57035E-07    0.14418E-03   -0.27699E-07
   223    0.57277E+04    0.99653E+00    0.00000E+00    0.21941E+02    0.56769E-07    0.14302E-03   -0.11640E-07
   224    0.57244E+04    0.10286E+01    0.00000E+00    0.23623E+02    0.56505E-07    0.14187E-03    0.44063E-08
   225    0.57204E+04    0.10625E+01    0.00000E+00    0.25313E+02    0.56242E-07    0.14072E-03    0.20438E-07
   226    0.57157E+04    0.10983E+01    0.00000E+00    0.27009E+02    0.55982E-07    0.13959E-03    0.36453E-07
