#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.133911E-03   0.471023E+06   0.471022E+06   0.626975E+06   0.626913E+06   0.508420E+06   0.471485E+06   0.471023E+06   0.476662E+06  -0.602470E+00   0.469514E+06   0.469514E+06   0.261336E+01
   0.138440E-03   0.471021E+06   0.471020E+06   0.626900E+06   0.626833E+06   0.508380E+06   0.471482E+06   0.471021E+06   0.476658E+06  -0.602465E+00   0.469512E+06   0.469511E+06   0.270173E+01
   0.143123E-03   0.471019E+06   0.471017E+06   0.626819E+06   0.626748E+06   0.508338E+06   0.471480E+06   0.471019E+06   0.476655E+06  -0.602461E+00   0.469509E+06   0.469509E+06   0.279308E+01
   0.147963E-03   0.471017E+06   0.471015E+06   0.626733E+06   0.626658E+06   0.508293E+06   0.471477E+06   0.471017E+06   0.476652E+06  -0.602456E+00   0.469507E+06   0.469507E+06   0.288752E+01
   0.152968E-03   0.471014E+06   0.471012E+06   0.626642E+06   0.626560E+06   0.508246E+06   0.471474E+06   0.471014E+06   0.476648E+06  -0.602451E+00   0.469504E+06   0.469504E+06   0.298515E+01
   0.158142E-03   0.471012E+06   0.471010E+06   0.626543E+06   0.626457E+06   0.508194E+06   0.471470E+06   0.471011E+06   0.476644E+06  -0.602446E+00   0.469502E+06   0.469501E+06   0.308608E+01
   0.163491E-03   0.471009E+06   0.471006E+06   0.626438E+06   0.626346E+06   0.508139E+06   0.471467E+06   0.471008E+06   0.476639E+06  -0.602440E+00   0.469499E+06   0.469498E+06   0.319042E+01
   0.169020E-03   0.471006E+06   0.471003E+06   0.626326E+06   0.626227E+06   0.508081E+06   0.471463E+06   0.471005E+06   0.476635E+06  -0.602433E+00   0.469496E+06   0.469495E+06   0.329829E+01
   0.174737E-03   0.471003E+06   0.471000E+06   0.626206E+06   0.626101E+06   0.508018E+06   0.471459E+06   0.471002E+06   0.476630E+06  -0.602427E+00   0.469492E+06   0.469492E+06   0.340980E+01
   0.180647E-03   0.470999E+06   0.470996E+06   0.626078E+06   0.625965E+06   0.507951E+06   0.471455E+06   0.470999E+06   0.476624E+06  -0.602420E+00   0.469488E+06   0.469488E+06   0.352508E+01
   0.186757E-03   0.470995E+06   0.470992E+06   0.625941E+06   0.625821E+06   0.507880E+06   0.471450E+06   0.470995E+06   0.476619E+06  -0.602412E+00   0.469485E+06   0.469484E+06   0.364425E+01
   0.193074E-03   0.470991E+06   0.470988E+06   0.625795E+06   0.625666E+06   0.507804E+06   0.471445E+06   0.470991E+06   0.476612E+06  -0.602404E+00   0.469480E+06   0.469480E+06   0.376744E+01
   0.199604E-03   0.470987E+06   0.470984E+06   0.625639E+06   0.625501E+06   0.507722E+06   0.471440E+06   0.470987E+06   0.476606E+06  -0.602395E+00   0.469476E+06   0.469475E+06   0.389480E+01
   0.206355E-03   0.470983E+06   0.470979E+06   0.625472E+06   0.625325E+06   0.507635E+06   0.471435E+06   0.470982E+06   0.476599E+06  -0.602386E+00   0.469471E+06   0.469471E+06   0.402645E+01
   0.213335E-03   0.470978E+06   0.470974E+06   0.625293E+06   0.625136E+06   0.507541E+06   0.471429E+06   0.470977E+06   0.476592E+06  -0.602376E+00   0.469466E+06   0.469466E+06   0.416255E+01
   0.220550E-03   0.470973E+06   0.470968E+06   0.625103E+06   0.624935E+06   0.507442E+06   0.471422E+06   0.470972E+06   0.476584E+06  -0.602365E+00   0.469461E+06   0.469460E+06   0.430325E+01
   0.228010E-03   0.470967E+06   0.470962E+06   0.624899E+06   0.624720E+06   0.507335E+06   0.471415E+06   0.470966E+06   0.476575E+06  -0.602354E+00   0.469455E+06   0.469454E+06   0.444869E+01
   0.235722E-03   0.470961E+06   0.470956E+06   0.624681E+06   0.624490E+06   0.507222E+06   0.471408E+06   0.470960E+06   0.476566E+06  -0.602342E+00   0.469449E+06   0.469448E+06   0.459904E+01
