#    L    TT             EE             BB             TE             PP             TP             EP          
   136    0.40528E+04    0.11038E+01    0.00000E+00   -0.44291E+02    0.75735E-07    0.25413E-03   -0.84331E-06
   137    0.40893E+04    0.11024E+01    0.00000E+00   -0.44523E+02    0.75208E-07    0.25185E-03   -0.82922E-06
   138    0.41257E+04    0.11004E+01    0.00000E+00   -0.44733E+02    0.74686E-07    0.24961E-03   -0.81519E-06
   139    0.41619E+04    0.10980E+01    0.00000E+00   -0.44918E+02    0.74169E-07    0.24739E-03   -0.80129E-06
   140    0.41981E+04    0.10950E+01    0.00000E+00   -0.45080E+02    0.73656E-07    0.24521E-03   -0.78756E-06
   141    0.42340E+04    0.10914E+01    0.00000E+00   -0.45216E+02    0.73148E-07    0.24306E-03   -0.77407E-06
   142    0.42698E+04    0.10874E+01    0.00000E+00   -0.45328E+02    0.72646E-07    0.24094E-03   -0.76087E-06
   143    0.43055E+04    0.10829E+01    0.00000E+00   -0.45415E+02    0.72147E-07    0.23884E-03   -0.74802E-06
   144    0.43410E+04    0.10778E+01    0.00000E+00   -0.45476E+02    0.71654E-07    0.23677E-03   -0.73556E-06
   145    0.43762E+04    0.10725E+01    0.00000E+00   -0.45512E+02    0.71165E-07    0.23473E-03   -0.72355E-06
   146    0.44114E+04    0.10665E+01    0.00000E+00   -0.45521E+02    0.70680E-07    0.23271E-03   -0.71205E-06
   147    0.44462E+04    0.10601E+01    0.00000E+00   -0.45502E+02    0.70201E-07    0.23072E-03   -0.70112E-06
   148    0.44808E+04    0.10532E+01    0.00000E+00   -0.45458E+02    0.69725E-07    0.22874E-03   -0.69080E-06
   149    0.45152E+04    0.10460E+01    0.00000E+00   -0.45386E+02    0.69255E-07    0.22679E-03   -0.68115E-06
   150    0.45492E+04    0.10383E+01    0.00000E+00   -0.45283E+02    0.68788E-07    0.22486E-03   -0.67223E-06
   151    0.45830E+04    0.10303E+01    0.00000E+00   -0.45154E+02    0.68326E-07    0.22295E-03   -0.66408E-06
   152    0.46165E+04    0.10217E+01    0.00000E+00   -0.44997E+02    0.67869E-07    0.22106E-03   -0.65665E-06
